Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9691297
,EXR.D.ARS.EUR.SP00.A,EXR.D.DZD.EUR.SP00.A,EXR.D.MAD.EUR.SP00.A,EXR.D.TWD.EUR.SP00.A
2008-03-17,4.97000,102.6545,11.4845,48.634
2008-03-14,4.90000,101.7123,11.4612,47.857
2008-03-13,4.91000,102.0839,11.4632,47.780
2008-03-12,4.88000,101.6661,11.4505,47.489
2008-03-11,4.85000,101.2277,11.4825,47.063
2008-03-10,4.84000,100.7810,11.4347,47.012
2008-03-07,4.86000,101.0490,11.4427,47.342
2008-03-06,4.83000,100.5574,11.4326,47.082
2008-03-05,4.79000,100.4174,11.4181,46.890
2008-03-04,4.80000,100.4280,11.4189,47.038
2008-03-03,4.81000,100.4158,11.4181,47.271
2008-02-29,4.79000,100.3024,11.4140,46.940
2008-02-28,4.77000,100.1033,11.4078,46.745
2008-02-27,4.75000,99.7116,11.3992,46.518
2008-02-26,4.70000,99.0222,11.3790,46.407
2008-02-25,4.68000,97.7818,11.3701,46.401
2008-02-22,4.68000,97.9181,11.3745,46.636
2008-02-21,4.64000,97.4293,11.3603,46.452
2008-02-20,4.63000,97.0916,11.3497,46.364
2008-02-19,4.65000,98.3660,11.3608,46.727
2008-02-18,4.62000,96.9694,11.3472,46.449
2008-02-15,4.63000,98.0370,11.3515,46.555
2008-02-14,4.61000,97.8260,11.3456,46.356
2008-02-13,4.61000,97.6387,11.3409,46.176
2008-02-12,4.60000,98.4935,11.3353,46.348
2008-02-11,4.61000,98.5177,11.3352,46.534
2008-02-08,4.60000,97.3169,11.3318,46.463
2008-02-07,4.61000,97.5832,11.3391,46.637
2008-02-06,4.63000,97.8072,11.3457,46.785
2008-02-05,4.64000,98.1232,11.3543,46.998
2008-02-04,4.68000,98.5609,11.3723,47.546
2008-02-01,4.69000,100.0682,11.3792,47.795
2008-01-31,4.69000,98.9078,11.3770,47.861
2008-01-30,4.67000,98.6272,11.3697,47.725
2008-01-29,4.65000,98.4842,11.3649,47.712
2008-01-28,4.65000,98.4675,11.3622,47.711
2008-01-25,4.64000,98.2588,11.3562,47.483
2008-01-24,4.62000,98.0075,11.3505,47.426
2008-01-23,4.60000,97.6385,11.3402,47.248
2008-01-22,4.58000,97.3055,11.3316,47.119
2008-01-21,4.57000,97.3408,11.3265,46.850
2008-01-18,4.63000,98.1470,11.3527,47.424
2008-01-17,4.62000,98.2167,11.3544,47.415
2008-01-16,4.65000,98.3057,11.3677,47.747
2008-01-15,4.67000,100.0540,11.3797,48.007
2008-01-14,4.66000,100.0922,11.3804,48.181
2008-01-11,4.63000,98.6035,11.3681,48.038
2008-01-10,4.59000,98.0741,11.3500,47.620
2008-01-09,4.59000,98.2239,11.3532,47.677
2008-01-08,4.61000,99.2712,11.3560,47.740
2008-01-07,4.62000,98.2907,11.3585,47.808
2008-01-04,4.63000,98.2954,11.3590,47.791
2008-01-03,4.64000,98.4394,11.3618,47.831
2008-01-02,4.62000,98.1599,11.3539,47.653
2008-01-01,-,-,-,-
2007-12-31,4.63000,98.0684,11.3485,47.753
2007-12-28,4.63000,99.2341,11.3700,47.757
2007-12-27,4.57000,97.3443,11.3386,47.219
2007-12-26,-,-,-,-
2007-12-25,-,-,-,-
2007-12-24,4.53000,96.8938,11.3289,46.830
2007-12-21,4.50000,96.5899,11.2978,46.726
2007-12-20,4.50000,96.6522,11.3183,46.661
2007-12-19,4.52000,96.9908,11.3336,46.766
2007-12-18,4.52000,96.7848,11.3084,46.885
2007-12-17,4.56000,98.6467,11.4063,46.760
2007-12-14,4.56000,97.1598,11.3131,46.983
2007-12-13,4.61000,97.7555,11.3472,47.526
2007-12-12,4.61000,98.1611,11.3520,47.516
2007-12-11,4.62000,98.4260,11.3850,47.447
2007-12-10,4.62000,98.3837,11.3712,47.580
2007-12-07,4.59000,99.0294,11.3570,47.333
2007-12-06,4.61000,98.6976,11.4580,47.038
2007-12-05,4.62000,98.4899,11.3748,47.575
2007-12-04,4.63000,98.3881,11.3676,47.630
2007-12-03,4.61000,98.0027,11.3408,47.388
2007-11-30,4.64000,98.4601,11.3655,47.632
2007-11-29,4.64000,98.3948,11.3604,47.619
2007-11-28,4.68000,100.2649,11.4545,47.681
2007-11-27,4.68000,99.9966,11.3831,48.086
2007-11-26,4.67000,97.9668,11.3701,47.973
2007-11-23,4.65000,98.6375,11.3734,47.895
2007-11-22,4.66000,98.7203,11.3709,47.971
2007-11-21,4.64000,97.7268,11.3810,47.924
2007-11-20,4.63000,98.4910,11.3724,47.842
2007-11-19,4.58000,97.7449,11.3358,47.424
2007-11-16,4.57000,97.7376,11.3267,47.387
2007-11-15,4.60000,98.2207,11.3994,47.272
2007-11-14,4.58000,97.4792,11.2931,47.456
2007-11-13,4.58000,97.6952,11.3547,47.188
2007-11-12,4.56000,97.4934,11.3433,47.081
2007-11-09,4.60000,97.9943,11.3608,47.390
2007-11-08,4.59000,97.9216,11.3486,47.385
2007-11-07,4.61000,98.0748,11.3615,47.653
2007-11-06,4.54000,96.9765,11.2997,47.128
2007-11-05,4.54000,97.1080,11.3336,46.943
2007-11-02,4.52000,95.7778,11.2752,46.912
2007-11-01,4.53000,96.0294,11.3302,46.714
2007-10-31,4.53000,95.7367,11.2885,46.812
2007-10-30,4.54000,95.8626,11.3180,46.685
2007-10-29,4.55000,98.2423,11.3076,46.631
2007-10-26,4.57000,98.1158,11.3045,46.706
2007-10-25,4.52000,97.3735,11.2497,46.478
2007-10-24,4.51000,97.5168,11.2972,46.351
2007-10-23,4.49000,97.0506,11.2334,46.445
2007-10-22,4.52000,96.7143,11.3912,46.150
2007-10-19,4.52000,96.4559,11.3034,46.570
2007-10-18,4.52000,96.3797,11.3052,46.616
2007-10-17,4.49000,97.3219,11.2886,46.308
2007-10-16,4.47000,95.8026,11.2815,46.119
2007-10-15,4.49000,97.5714,11.2962,46.374
2007-10-12,4.47000,97.3577,11.2927,46.181
2007-10-11,4.48000,95.9568,11.2965,46.264
2007-10-10,4.47000,95.7124,11.2781,46.118
2007-10-09,4.44000,95.5302,11.3060,45.759
2007-10-08,4.45000,97.2381,11.3080,45.928
2007-10-05,4.46000,95.3202,11.2749,46.068
2007-10-04,4.44000,97.0622,11.2707,46.005
2007-10-03,4.47000,97.4380,11.2850,46.251
2007-10-02,4.46000,97.3072,11.2828,46.145
2007-10-01,4.48000,95.1810,11.2961,46.345
2007-09-28,4.47000,95.9557,11.2927,46.323
2007-09-27,4.45000,97.0186,11.2508,46.542
2007-09-26,4.45000,97.1551,11.2817,46.513
2007-09-25,4.44000,95.6449,11.2794,46.503
2007-09-24,4.42000,96.6352,11.2311,46.500
2007-09-21,4.41000,96.8014,11.2950,46.307
2007-09-20,4.38000,96.3484,11.2352,46.391
2007-09-19,4.35000,95.7232,11.1668,46.246
2007-09-18,4.35000,94.8608,11.2705,45.939
2007-09-17,4.34000,94.4281,11.2284,45.946
2007-09-14,4.34000,95.9597,11.2413,45.845
2007-09-13,4.36000,96.0825,11.2610,45.968
2007-09-12,4.37000,96.0342,11.2589,45.931
2007-09-11,4.36000,94.1784,11.2246,45.710
2007-09-10,4.33000,94.9509,11.1476,45.612
2007-09-07,4.33000,95.0263,11.2026,45.274
2007-09-06,4.33000,94.6539,11.2266,45.172
2007-09-05,4.30000,94.5144,11.2009,44.911
2007-09-04,4.30000,94.8441,11.2542,44.864
2007-09-03,4.33000,93.9459,11.2815,45.007
2007-08-31,4.33000,93.8161,11.2405,45.230
2007-08-30,4.31000,94.6463,11.2045,44.983
2007-08-29,4.32000,94.9421,11.2369,45.060
2007-08-28,4.33000,94.7219,11.2034,45.114
2007-08-27,4.32000,94.5017,11.1741,45.066
2007-08-24,4.33000,94.6903,11.2037,44.914
2007-08-23,4.30000,94.6079,11.2009,44.741
2007-08-22,4.27000,94.5162,11.2107,44.454
2007-08-21,4.26000,94.2223,11.1695,44.486
2007-08-20,4.26000,94.4807,11.2012,44.327
2007-08-17,4.25000,94.3844,11.1918,44.327
2007-08-16,4.23000,94.2610,11.1797,44.410
2007-08-15,4.24000,94.3999,11.1805,44.493
2007-08-14,4.29000,95.1469,11.2512,44.815
2007-08-13,4.30000,94.8660,11.2068,45.015
2007-08-10,4.29000,94.8706,11.2134,45.038
2007-08-09,4.33000,95.5948,11.2816,45.158
2007-08-08,4.33000,95.3455,11.2366,45.389
2007-08-07,4.34000,94.9089,11.2599,45.377
2007-08-06,4.34000,94.8212,11.2282,45.475
2007-08-03,4.29000,94.0651,11.1933,45.018
2007-08-02,4.28000,94.1554,11.2125,44.925
2007-08-01,4.28000,95.3533,11.2458,44.931
2007-07-31,4.27000,94.7179,11.1870,44.978
2007-07-30,4.27000,94.7179,11.1870,44.978
2007-07-27,4.29000,94.7443,11.2045,44.866
2007-07-26,4.37000,95.2500,11.2368,45.056
2007-07-25,4.38000,95.8088,11.2950,45.080
2007-07-24,4.33000,95.6552,11.2403,45.341
2007-07-23,4.31000,95.5957,11.2327,45.344
2007-07-20,4.29000,95.5223,11.2408,45.271
2007-07-19,4.29000,95.5632,11.2403,45.341
2007-07-18,4.27000,95.3541,11.2333,45.245
2007-07-17,4.28000,95.4149,11.2450,45.210
2007-07-16,4.28000,95.8060,11.2317,45.215
2007-07-13,4.28000,95.9360,11.2317,45.170
2007-07-12,4.27000,95.7135,11.2104,45.220
2007-07-11,4.24000,95.2452,11.1508,45.030
2007-07-10,4.23000,95.2269,11.1755,44.766
2007-07-09,4.22000,95.1929,11.1827,44.500
2007-07-06,4.22000,95.2924,11.2043,44.609
2007-07-05,4.21000,95.3169,11.1876,44.740
2007-07-04,4.20000,95.2906,11.1942,44.654
2007-07-03,4.20000,95.3515,11.2003,44.617
2007-07-02,4.20000,94.6849,11.2002,44.530
2007-06-29,4.16000,94.0672,11.1592,44.224
2007-06-28,4.16000,94.8529,11.1808,44.220
2007-06-27,4.15000,94.7458,11.1780,44.072
2007-06-26,4.15000,94.8498,11.1814,44.128
2007-06-25,4.14000,93.7616,11.1644,44.110
2007-06-22,4.13000,93.5245,11.1420,44.024
2007-06-21,4.13000,93.5920,11.1728,44.120
2007-06-20,4.13000,93.7478,11.1766,44.336
2007-06-19,4.12000,94.6868,11.1714,44.435
2007-06-18,4.10000,92.6654,11.0964,44.439
2007-06-15,4.09000,93.3205,11.1508,44.132
2007-06-14,4.09000,93.2538,11.1481,44.018
2007-06-13,4.10000,94.0559,11.2381,43.902
2007-06-12,4.11000,94.2767,11.1784,44.073
2007-06-11,4.11000,94.3578,11.1675,44.090
2007-06-08,4.11000,94.2314,11.1711,44.063
2007-06-07,4.16000,95.0619,11.2319,44.498
2007-06-06,4.16000,94.9663,11.2037,44.631
2007-06-05,4.14000,94.8391,11.1681,44.673
2007-06-04,4.13000,94.5082,11.1527,44.536
2007-06-01,4.14000,94.8171,11.1944,44.378
2007-05-31,4.14000,94.5640,11.1556,44.436
2007-05-30,4.14000,94.5610,11.1841,44.263
2007-05-29,4.15000,94.5850,11.1590,44.620
2007-05-28,4.15000,94.8917,11.1936,44.605
2007-05-25,4.15000,94.8071,11.2241,44.703
2007-05-24,4.16000,95.1180,11.2602,44.780
2007-05-23,4.14000,94.8171,11.1689,45.083
2007-05-22,4.13000,94.8071,11.1836,44.926
2007-05-21,4.14000,94.6838,11.1953,44.860
2007-05-18,4.16000,95.3151,11.2353,44.999
2007-05-17,4.18000,95.4390,11.2393,45.099
2007-05-16,4.18000,95.3126,11.2034,45.267
2007-05-15,4.16000,95.1107,11.1903,45.144
2007-05-14,4.17000,95.2186,11.2000,45.139
2007-05-11,4.17000,98.0721,11.2171,44.925
2007-05-10,4.17000,97.9732,11.1921,45.053
2007-05-09,4.18000,96.4882,11.2130,45.046
2007-05-08,4.18000,96.4299,11.1987,45.101
2007-05-07,4.18000,96.2916,11.1642,45.240
2007-05-04,-,-,-,45.142
2007-05-03,4.19000,96.4576,11.1843,45.310
2007-05-02,4.20000,96.7067,11.2320,45.219
2007-05-01,-,-,-,-
2007-04-30,4.20000,95.4937,11.2159,45.302
2007-04-27,4.21000,95.8198,11.2212,45.402
2007-04-26,4.21000,96.9768,11.2579,45.171
2007-04-25,4.21000,96.8360,11.2243,45.299
2007-04-24,4.18000,96.3571,11.1840,45.076
2007-04-23,4.20000,96.7727,11.2446,44.975
2007-04-20,4.20000,96.6290,11.2026,45.084
2007-04-19,4.19000,95.1071,11.1880,45.069
2007-04-18,4.18000,95.3409,11.1785,45.033
2007-04-17,4.18000,95.3243,11.1984,44.935
2007-04-16,4.18000,95.2439,11.1835,44.935
2007-04-13,4.16000,94.8848,11.1423,44.799
2007-04-12,4.15000,94.7087,11.1450,44.577
2007-04-11,4.15000,94.7812,11.1872,44.414
2007-04-10,4.14000,94.4141,11.1429,44.436
2007-04-09,-,-,-,-
2007-04-06,-,-,-,-
2007-04-05,4.14000,94.4890,11.1571,44.241
2007-04-04,4.14000,94.5933,11.1724,44.173
2007-04-03,4.14000,94.6233,11.1750,44.250
2007-04-02,4.13000,95.2184,11.1342,44.241
2007-03-30,4.14000,95.5896,11.1897,44.080
2007-03-29,4.14000,95.4716,11.1666,44.149
2007-03-28,4.15000,95.4764,11.1686,44.140
2007-03-27,4.12000,94.8970,11.1008,44.149
2007-03-26,4.13000,95.5484,11.2083,43.859
2007-03-23,4.14000,95.5511,11.1986,44.044
2007-03-22,4.14000,95.5087,11.1702,44.046
2007-03-21,4.12000,95.2369,11.1578,44.015
2007-03-20,4.12000,95.2940,11.1628,44.051
2007-03-19,4.13000,95.4791,11.1797,44.043
2007-03-16,4.13000,95.3952,11.1669,44.111
2007-03-15,4.08000,94.6235,11.1148,43.687
2007-03-14,4.10000,94.9818,11.1703,43.503
2007-03-13,4.08000,94.4475,11.0971,43.585
2007-03-12,4.09000,94.5898,11.1336,43.457
2007-03-09,4.08000,94.6173,11.1371,43.367
2007-03-08,4.07000,94.4264,11.1151,43.286
2007-03-07,4.06000,94.2401,11.1007,43.318
2007-03-06,4.06000,94.3567,11.1246,43.192
2007-03-05,4.08000,94.8420,11.1895,43.037
2007-03-02,4.10000,95.0844,11.1883,43.341
2007-03-01,4.10000,94.8285,11.1384,43.529
2007-02-28,4.10000,94.8837,11.1492,43.533
2007-02-27,4.09000,94.4414,11.0956,43.607
2007-02-26,4.09000,94.6623,11.1425,43.398
2007-02-23,4.08000,94.5169,11.1332,43.341
2007-02-22,4.08000,93.6844,11.1701,43.240
2007-02-21,4.08000,93.5853,11.1356,43.364
2007-02-20,4.08000,93.5475,11.1365,43.331
2007-02-19,4.08000,93.5475,11.1365,43.331
2007-02-16,4.07000,93.5088,11.1324,43.285
2007-02-15,4.07000,93.5800,11.1464,43.231
2007-02-14,4.06000,93.3316,11.1268,43.144
2007-02-13,4.02000,92.5978,11.0659,43.091
2007-02-12,4.03000,92.7761,11.1105,42.796
2007-02-09,4.04000,93.0040,11.1188,42.887
2007-02-08,4.03000,92.8973,11.1148,42.878
2007-02-07,4.02000,92.6664,11.0889,42.850
2007-02-06,4.02000,92.7233,11.1055,42.674
2007-02-05,4.03000,93.3046,11.1842,42.542
2007-02-02,4.04000,93.0604,11.1183,42.859
2007-02-01,4.02000,92.5719,11.0624,42.792
2007-01-31,4.03000,92.8724,11.1237,42.670
2007-01-30,4.03000,92.8491,11.1120,42.778
2007-01-29,4.01000,92.6087,11.1019,42.601
2007-01-26,4.00000,93.4541,11.1011,42.503
2007-01-25,4.02000,93.9715,11.1335,42.636
2007-01-24,4.04000,94.1814,11.1578,42.667
2007-01-23,4.04000,94.0967,11.1231,42.972
2007-01-22,3.99000,93.5785,11.0861,42.591
2007-01-19,4.00000,93.7133,11.1080,42.525
2007-01-18,3.97000,93.4263,11.0721,42.377
2007-01-17,3.97000,92.6436,11.1032,42.325
2007-01-16,3.99000,92.8871,11.1105,42.454
2007-01-15,3.97000,92.4299,11.0635,42.389
2007-01-12,4.00000,93.2511,11.1870,42.226
2007-01-11,4.00000,92.8006,11.1274,42.541
2007-01-10,4.00000,92.7804,11.1238,42.526
2007-01-09,4.01000,93.0521,11.1064,42.554
2007-01-08,4.03000,93.6565,11.1944,42.485
2007-01-05,4.03000,93.5578,11.1577,42.664
2007-01-04,4.01000,93.5148,11.1316,42.647
2007-01-03,4.04000,93.9888,11.1546,42.873
2007-01-02,4.06000,94.0781,11.1575,42.997
2007-01-01,-,-,-,-
2006-12-29,4.05000,93.7301,11.1464,42.912
2006-12-28,4.05000,93.7056,11.1534,43.015
2006-12-27,4.05000,93.8875,11.1785,43.022
2006-12-26,-,-,-,-
2006-12-25,-,-,-,-
2006-12-22,4.02000,94.7383,11.1404,42.951
2006-12-21,4.03000,93.6500,11.1380,42.892
2006-12-20,4.02000,94.4652,11.1205,43.059
2006-12-19,4.00000,93.1840,11.0978,43.074
2006-12-18,4.01000,93.4851,11.1501,42.684
2006-12-15,4.03000,94.0590,11.2149,42.704
2006-12-14,4.06000,95.2759,11.2052,42.950
2006-12-13,4.05000,96.3223,11.1518,43.131
2006-12-12,4.03000,93.4513,11.0954,43.027
2006-12-11,4.06000,94.3924,11.2380,42.814
2006-12-08,4.06000,94.0941,11.1715,43.004
2006-12-07,4.06000,93.9675,11.1565,42.944
2006-12-06,4.07000,94.4839,11.2157,42.889
2006-12-05,4.07000,94.0876,11.1598,43.058
2006-12-04,4.08000,94.2303,11.1638,43.119
2006-12-01,4.05000,93.7271,11.1097,42.871
2006-11-30,4.04000,93.3165,11.1036,42.822
2006-11-29,4.04000,93.4357,11.1410,42.765
2006-11-28,4.04000,92.9591,11.1222,42.949
2006-11-27,4.02000,92.8015,11.1125,42.885
2006-11-24,3.98000,92.2803,11.0316,42.934
2006-11-23,3.96000,92.0060,11.0454,42.463
2006-11-22,3.95000,91.7226,11.0334,42.279
2006-11-21,3.95000,92.2097,11.1061,42.121
2006-11-20,3.93000,91.6329,11.0320,42.296
2006-11-17,3.92000,91.8139,11.0891,42.062
2006-11-16,3.93000,91.8466,11.0807,42.051
2006-11-15,3.93000,91.8721,11.0941,41.970
2006-11-14,3.95000,92.1399,11.1057,42.024
2006-11-13,3.95000,94.6510,11.1327,41.994
2006-11-10,3.93000,94.0496,11.0501,42.218
2006-11-09,3.93000,94.3203,11.0946,42.056
2006-11-08,3.93000,94.1281,11.0894,41.984
2006-11-07,3.93000,94.0800,11.0769,41.890
2006-11-06,3.91000,93.8267,11.0737,41.847
2006-11-03,3.94000,94.0973,11.0925,41.988
2006-11-02,3.94000,94.1520,11.0923,42.176
2006-11-01,3.92000,93.6201,11.0201,42.304
2006-10-31,3.93000,93.8066,11.0752,42.237
2006-10-30,3.93000,93.8564,11.0683,42.258
2006-10-27,3.92000,93.9588,11.0701,42.212
2006-10-26,3.92000,93.6196,11.0695,42.089
2006-10-25,3.89000,90.8078,11.0460,41.903
2006-10-24,3.88000,93.1145,11.0363,41.772
2006-10-23,3.88000,93.1485,11.0355,41.776
2006-10-20,3.90000,93.4413,11.0494,41.893
2006-10-19,3.88000,93.1647,11.0387,41.696
2006-10-18,3.89000,93.0877,11.0348,41.618
2006-10-17,3.89000,92.9050,11.0498,41.529
2006-10-16,3.88000,92.8381,11.0434,41.588
2006-10-13,3.90000,93.1159,11.0385,41.581
2006-10-12,3.89000,92.8982,11.0314,41.653
2006-10-11,3.89000,93.0377,11.0278,41.766
2006-10-10,3.91000,93.4884,11.0981,41.485
2006-10-09,3.92000,93.4305,11.0531,41.712
2006-10-06,3.93000,93.6163,11.0696,41.914
2006-10-05,3.95000,93.9466,11.0805,42.091
2006-10-04,3.93000,93.6940,11.0562,41.998
2006-10-03,3.94000,91.2866,11.0299,42.101
2006-10-02,3.94000,94.7591,11.0626,42.009
2006-09-29,3.93000,91.3306,11.0604,41.908
2006-09-28,3.94000,91.5734,11.0712,41.941
2006-09-27,3.93000,91.4661,11.0636,41.806
2006-09-26,3.93000,91.4984,11.0640,41.815
2006-09-25,3.96000,91.7317,11.0820,42.065
2006-09-22,3.97000,92.1109,11.0896,42.224
2006-09-21,3.94000,91.7124,11.0707,41.867
2006-09-20,3.92000,91.4320,11.0644,41.709
2006-09-19,3.92000,91.2533,11.0666,41.630
2006-09-18,3.93000,91.2536,11.0608,41.708
2006-09-15,3.93000,91.4265,11.0666,41.747
2006-09-14,3.95000,91.6366,11.0579,41.874
2006-09-13,3.94000,91.4049,11.0633,41.694
2006-09-12,3.95000,91.5955,11.0593,41.820
2006-09-11,3.94000,92.5470,11.0744,41.854
2006-09-08,3.95000,91.7381,11.0734,41.811
2006-09-07,3.95000,91.6762,11.0795,41.851
2006-09-06,3.96000,92.0858,11.0852,41.976
2006-09-05,3.96000,92.3179,11.0749,41.974
2006-09-04,3.98000,92.8657,11.1040,42.098
2006-09-01,3.97000,95.3784,11.0701,42.134
2006-08-31,3.98000,94.0866,11.0860,42.294
2006-08-30,3.97000,94.0437,11.0769,42.183
2006-08-29,3.97000,93.0446,11.0733,42.104
2006-08-28,3.96000,92.3056,11.0742,42.160
2006-08-25,3.94000,91.7771,11.0663,41.983
2006-08-24,3.96000,92.1923,11.0797,42.150
2006-08-23,3.95000,92.0094,11.0853,41.992
2006-08-22,3.98000,92.7093,11.1822,41.978
2006-08-21,3.94000,93.0759,11.0007,42.241
2006-08-18,3.96000,93.6549,11.1297,41.808
2006-08-17,3.93000,93.0463,11.0251,42.024
2006-08-16,3.94000,93.1551,11.0771,41.872
2006-08-15,3.91000,93.1985,11.0717,41.674
2006-08-14,3.91000,93.1202,11.0664,41.652
2006-08-11,3.92000,93.5995,11.0825,41.695
2006-08-10,3.95000,94.2208,11.1068,41.903
2006-08-09,3.96000,94.2655,11.0880,42.206
2006-08-08,3.95000,94.0791,11.0857,42.122
2006-08-07,3.94000,94.0885,11.1010,42.149
2006-08-04,3.93000,93.9159,11.0884,42.046
2006-08-03,3.93000,93.9518,11.1003,42.017
2006-08-02,3.93000,94.0397,11.0955,42.052
2006-08-01,3.92000,93.1421,11.0925,41.879
2006-07-31,3.93000,94.4578,11.0842,41.828
2006-07-28,3.90000,92.4149,11.0635,41.532
2006-07-27,3.92000,94.2018,11.0771,41.718
2006-07-26,3.88000,93.5316,11.0560,41.344
2006-07-25,3.89000,93.7805,11.0677,41.441
2006-07-24,3.89000,93.7427,11.0595,41.491
2006-07-21,3.91000,94.4172,11.0719,41.527
2006-07-20,3.89000,94.1233,11.0584,41.398
2006-07-19,3.85000,93.0440,11.0363,41.086
2006-07-18,3.86000,91.5507,11.0435,41.178
2006-07-17,3.87000,92.2799,11.0425,41.210
2006-07-14,3.91000,93.8849,11.0485,41.414
2006-07-13,3.91000,94.0147,11.0671,41.348
2006-07-12,3.92000,94.1437,11.0759,41.322
2006-07-11,3.93000,93.2176,11.0791,41.338
2006-07-10,3.94000,94.2406,11.0743,41.235
2006-07-07,3.93000,92.7095,11.0463,41.394
2006-07-06,3.93000,92.7508,11.0665,41.328
2006-07-05,3.95000,93.0977,11.0848,41.432
2006-07-04,3.95000,94.3065,11.0874,41.260
2006-07-03,3.95000,94.1018,11.0907,41.317
2006-06-30,3.93000,92.9155,11.0759,41.163
2006-06-29,3.87000,92.1780,11.0481,40.860
2006-06-28,3.88000,92.3392,11.0539,41.039
2006-06-27,3.88000,92.3235,11.0468,41.050
2006-06-26,3.87000,92.2443,11.0569,41.116
2006-06-23,3.85000,91.8802,11.0379,40.891
2006-06-22,3.87000,92.2219,11.0440,41.054
2006-06-21,3.89000,92.5746,11.0590,41.216
2006-06-20,3.87000,92.2553,11.0527,40.895
2006-06-19,3.88000,92.4116,11.0496,41.034
2006-06-16,3.90000,92.6368,11.0668,41.088
2006-06-15,3.88000,92.4641,11.0562,41.048
2006-06-14,3.87000,92.2271,11.0493,40.958
2006-06-13,3.87000,92.1926,11.0471,41.059
2006-06-12,3.87000,92.3099,11.0522,40.908
2006-06-09,3.90000,92.6293,11.0880,41.058
2006-06-08,3.92000,93.0563,11.1058,41.375
2006-06-07,3.94000,93.2940,11.0867,41.198
2006-06-06,3.96000,93.4604,11.0992,41.187
2006-06-05,3.99000,93.9909,11.0878,41.523
2006-06-02,3.95000,93.3881,11.0862,41.114
2006-06-01,3.93000,92.9457,11.0824,40.894
2006-05-31,3.97000,93.6298,11.0918,41.185
2006-05-30,3.96000,93.4928,11.0714,41.131
2006-05-29,3.94000,93.1068,11.0855,40.875
2006-05-26,3.95000,93.2609,11.0898,40.981
2006-05-25,3.96000,93.1312,11.1642,40.985
2006-05-24,3.95000,92.9376,11.0678,41.148
2006-05-23,3.95000,92.8284,11.0708,41.084
2006-05-22,3.90000,92.5042,11.0878,40.976
2006-05-19,3.90000,91.8689,11.0746,40.794
2006-05-18,3.89000,92.4407,11.0842,40.669
2006-05-17,3.90000,91.2205,11.0163,40.676
2006-05-16,3.90000,91.1261,11.0823,40.754
2006-05-15,3.90000,91.3777,11.0636,40.587
2006-05-12,3.92000,91.8767,11.0860,40.550
2006-05-11,3.87000,90.8582,11.0565,40.000
2006-05-10,3.89000,91.0880,11.0681,40.043
2006-05-09,3.86000,90.7804,11.0736,39.992
2006-05-08,3.88000,92.0545,11.0843,40.021
2006-05-05,3.86000,91.7268,11.0664,40.167
2006-05-04,3.83000,91.2993,11.0558,39.901
2006-05-03,3.84000,90.2031,11.0574,39.919
2006-05-02,3.85000,91.7140,11.0517,40.173
2006-05-01,-,-,-,-
2006-04-28,3.82000,91.1493,11.0426,40.008
2006-04-27,3.77000,89.9487,11.0279,39.628
2006-04-26,3.78000,90.0471,11.0287,39.828
2006-04-25,3.78000,90.1313,11.0433,39.738
2006-04-24,3.78000,89.7382,11.0323,39.552
2006-04-21,3.77000,89.4994,11.0070,39.784
2006-04-20,3.79000,89.7270,11.0262,39.898
2006-04-19,3.79000,89.6015,11.0192,39.993
2006-04-18,3.77000,89.2041,11.0068,39.805
2006-04-17,-,-,-,-
2006-04-14,-,-,-,-
2006-04-13,3.72000,88.5338,10.9706,39.309
2006-04-12,3.73000,88.8234,10.9799,39.438
2006-04-11,3.73000,88.7443,10.9662,39.278
2006-04-10,3.73000,88.6838,10.9790,39.208
2006-04-07,3.75000,89.0309,10.9874,39.370
2006-04-06,3.79000,89.6554,11.0116,39.803
2006-04-05,3.78000,90.0006,11.0121,39.831
2006-04-04,3.77000,89.9674,10.9975,39.687
2006-04-03,3.72000,89.0551,10.9560,39.325
2006-03-31,3.73000,89.5649,10.9630,39.280
2006-03-30,3.72000,88.6105,10.9636,39.355
2006-03-29,3.70000,88.2288,10.9696,39.161
2006-03-28,3.72000,88.5567,10.9642,39.365
2006-03-27,3.70000,88.2835,10.9622,39.166
2006-03-24,3.69000,88.0255,10.9618,39.105
2006-03-23,3.71000,88.3705,10.9651,39.282
2006-03-22,3.71000,87.9252,10.9678,39.291
2006-03-21,3.73000,88.2431,10.9829,39.475
2006-03-20,3.74000,88.3175,10.9952,39.473
2006-03-17,3.74000,88.3827,10.9841,39.519
2006-03-16,3.71000,87.8890,10.9669,39.157
2006-03-15,3.70000,87.7326,10.9740,38.960
2006-03-14,3.68000,88.8040,10.9580,38.757
2006-03-13,3.68000,88.6710,10.9390,38.750
2006-03-10,3.67000,88.6077,10.8974,38.758
2006-03-09,3.68000,88.6662,10.9434,38.768
2006-03-08,3.67000,88.6017,10.9267,38.743
2006-03-07,3.67000,88.7378,10.9377,38.731
2006-03-06,3.69000,89.2361,10.9673,39.023
2006-03-03,3.69000,87.6284,10.9621,38.944
2006-03-02,3.66000,87.2579,10.9548,38.532
2006-03-01,3.67000,88.6888,10.9180,38.592
2006-02-28,3.65000,88.1235,10.8995,38.501
2006-02-27,3.64000,87.9899,10.9126,38.455
2006-02-24,3.66000,87.3870,10.9038,38.644
2006-02-23,3.67000,87.6722,10.9198,38.938
2006-02-22,3.65000,87.2767,10.9213,38.767
