Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
NORWEGIAN KRONE TO US $ 8M FWD (TP),PDNOK8M,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 8 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 9M FWD (TP),PDNOK9M,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 9 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 9M FWD(WMR),USNOK9F,1997/10/27,1997,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar 9 Month Forward (WMR),Active
NORWEGIAN KRONE TO US $ C1 FWD (TP),PDNOKC1,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar C1 Forward (TP),Active
NORWEGIAN KRONE TO US $ C2 FWD (TP),PDNOKC2,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar C2 Forward (TP),Active
NORWEGIAN KRONE TO US $ C3 FWD (TP),PDNOKC3,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar C3 Forward (TP),Active
NORWEGIAN KRONE TO US $ C4 FWD (TP),PDNOKC4,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar C4 Forward (TP),Active
NORWEGIAN KRONE TO US $ NOON NY,U$NKFR2,1971/1/4,1971,Exchange Rates,Norwegian Krone,United States Dollar,"Federal Reserve, United States",Norwegian Krone to United States Dollar Noon NY,Active
NORWEGIAN KRONE TO US $ ON FWD(WMR),USNOKON,1997/10/27,1997,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar On Forward (WMR),Active
NORWEGIAN KRONE TO US $ S/N FWD(TP),PDNOKSN,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar Spot Next Forward (TP),Active
NORWEGIAN KRONE TO US $ SPOT (TP),PDNOKSP,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar Spot (TP),Active
NORWEGIAN KRONE TO US $ T/N FWD(TP),PDNOKTN,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar Tomorrow Next Forward (TP),Active
NORWEGIAN KRONE TO US $ TN FWD(WMR),USNOKTN,1997/10/27,1997,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar TN Forward (WMR),Active
NORWEGIAN KRONE TO US $(RFV),USNORGK,1986/1/2,1986,Exchange Rates,Norwegian Krone,United States Dollar,GTIS - FTID/TR,Norwegian Krone to United States Dollar (Refinitiv),Active
NPR TO USD PTAX (BR),NPUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,NPR to USD Ptax (BR),Active
NZD TO USD 10YEAR FORWARD,TDNZDXY,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 10YEAR Forward,Active
NZD TO USD 15MONTH FORWARD,TDNZD15,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 15MONTH Forward,Active
NZD TO USD 18MONTH FORWARD,TDNZD18,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 18MONTH Forward,Active
NZD TO USD 21MONTH FORWARD,TDNZD21,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 21MONTH Forward,Active
NZD TO USD 3YEAR FORWARD,TDNZD3Y,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 3YEAR Forward,Active
NZD TO USD 4YEAR FORWARD,TDNZD4Y,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 4YEAR Forward,Active
NZD TO USD 5YEAR FORWARD,TDNZD5Y,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 5YEAR Forward,Active
NZD TO USD 6YEAR FORWARD,TDNZD6Y,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 6YEAR Forward,Active
NZD TO USD 7YEAR FORWARD,TDNZD7Y,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 7YEAR Forward,Active
NZD TO USD 8YEAR FORWARD,TDNZD8Y,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 8YEAR Forward,Active
NZD TO USD 9YEAR FORWARD,TDNZD9Y,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD 9YEAR Forward,Active
NZD TO USD O/N FORWARD,TDNZDON,2006/12/14,2006,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,NZD to USD Overnight Forward,Active
OFFSHORE CHINESE RENMINDI FIXING,TCNHFIX,2011/6/27,2011,Exchange Rates,Chinese Yuan Renminbi,United States Dollar,Refinitiv,Offshore Chinese Renmindi Fixing,Active
OMAN RIAL TO US $ (RFV),USOMANR,2000/11/29,2000,Exchange Rates,Omani Rial,United States Dollar,GTIS - FTID/TR,Oman Rial to United States Dollar (Refinitiv),Active
OMAN RIAL TO US $ (RFV),TDOMRSP,1990/11/19,1990,Exchange Rates,Omani Rial,United States Dollar,Refinitiv,Oman Rial to United States Dollar (Refinitiv),Active
OMAN RIAL TO US $ (WMR),OMANRI$,1993/12/31,1993,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Oman Rial to United States Dollar (WMR),Active
OMANI RIAL TO US $ 1M FWD (WMR),USOMR1F,2004/3/29,2004,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Omani Rial to United States Dollar 1 Month Forward (WMR),Active
OMANI RIAL TO US $ 1W FWD (WMR),USOMR1W,2004/3/29,2004,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Omani Rial to United States Dollar 1 Week Forward (WMR),Active
OMANI RIAL TO US $ 1Y FWD (WMR),USOMR1Y,2004/3/29,2004,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Omani Rial to United States Dollar 1 Year Forward (WMR),Active
OMANI RIAL TO US $ 2M FWD (WMR),USOMR2F,2004/3/29,2004,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Omani Rial to United States Dollar 2 Month Forward (WMR),Active
OMANI RIAL TO US $ 2Y FWD (WMR),USOMR2Y,2004/3/29,2004,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Omani Rial to United States Dollar 2 Year Forward (WMR),Active
OMANI RIAL TO US $ 3M FWD (WMR),USOMR3F,2004/3/29,2004,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Omani Rial to United States Dollar 3 Month Forward (WMR),Active
OMANI RIAL TO US $ 6M FWD (WMR),USOMR6F,2004/3/29,2004,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Omani Rial to United States Dollar 6 Month Forward (WMR),Active
OMANI RIAL TO US $ 9M FWD (WMR),USOMR9F,2004/3/29,2004,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Omani Rial to United States Dollar 9 Month Forward (WMR),Active
OMANI RIAL TO US $ TN FWD (WMR),USOMRTN,2004/3/29,2004,Exchange Rates,Omani Rial,United States Dollar,WM/Reuters,Omani Rial to United States Dollar TN Forward (WMR),Active
OMR TO USD PTAX (BR),OMUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,OMR to USD Ptax (BR),Active
PAB TO USD PTAX (BR),PAUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,PAB to USD Ptax (BR),Active
PAKISTAN RUPEE TO US $ (RFV),USPAKIS,1986/1/2,1986,Exchange Rates,Pakistani Rupee,United States Dollar,GTIS - FTID/TR,Pakistan Rupee to United States Dollar (Refinitiv),Active
PAKISTAN RUPEE TO US $ (WMR),PAKRUP$,1993/12/31,1993,Exchange Rates,Pakistani Rupee,United States Dollar,WM/Reuters,Pakistan Rupee to United States Dollar (WMR),Active
PAKISTANI RUPEE TO U $ 1M FWD (WMR),USPKR1F,2004/3/29,2004,Exchange Rates,Pakistani Rupee,United States Dollar,WM/Reuters,Pakistani Rupee to U$ 1 Month Forward (WMR),Active
PAKISTANI RUPEE TO U $ 1W FWD (WMR),USPKR1W,2004/3/29,2004,Exchange Rates,Pakistani Rupee,United States Dollar,WM/Reuters,Pakistani Rupee to U$ 1 Week Forward (WMR),Active
PAKISTANI RUPEE TO U $ 2M FWD (WMR),USPKR2F,2004/3/29,2004,Exchange Rates,Pakistani Rupee,United States Dollar,WM/Reuters,Pakistani Rupee to U$ 2 Month Forward (WMR),Active
PAKISTANI RUPEE TO U $ 3M FWD (WMR),USPKR3F,2004/3/29,2004,Exchange Rates,Pakistani Rupee,United States Dollar,WM/Reuters,Pakistani Rupee to U$ 3 Month Forward (WMR),Active
PAKISTANI RUPEE TO U $ 6M FWD (WMR),USPKR6F,2004/3/29,2004,Exchange Rates,Pakistani Rupee,United States Dollar,WM/Reuters,Pakistani Rupee to U$ 6 Month Forward (WMR),Active
PAKISTANI RUPEE TO U $ ON FWD (WMR),USPKRON,2004/3/29,2004,Exchange Rates,Pakistani Rupee,United States Dollar,WM/Reuters,Pakistani Rupee to U$ On Forward (WMR),Active
PAKISTANI RUPEE TO US $ 1Y FWD,USPKR1Y,2011/7/8,2011,Exchange Rates,Pakistani Rupee,United States Dollar,WM/Reuters,Pakistani Rupee to United States Dollar 1 Year Forward,Active
PAKISTANI RUPEE TO US $ 9M FWD,USPKR9M,2011/7/8,2011,Exchange Rates,Pakistani Rupee,United States Dollar,WM/Reuters,Pakistani Rupee to United States Dollar 9 Month Forward,Active
PANAMA BALBOA TO US $ (RFV),TDPABSP,1994/9/7,1994,Exchange Rates,Panamanian Balboa,United States Dollar,Refinitiv,Panama Balboa to United States Dollar (Refinitiv),Active
PANAMA BALBOA TO US $ (WMR),PANAMA$,2004/1/12,2004,Exchange Rates,Panamanian Balboa,United States Dollar,WM/Reuters,Panama Balboa to United States Dollar (WMR),Active
PARAGUAY GUARANI TO US $ (RFV),TDPYGSP,1990/11/19,1990,Exchange Rates,Paraguayan Guarani,United States Dollar,Refinitiv,Paraguay Guarani to United States Dollar (Refinitiv),Active
PARAGUAY GUARANI TO US $ (WMR),PARAGR$,1998/12/1,1998,Exchange Rates,Paraguayan Guarani,United States Dollar,WM/Reuters,Paraguay Guarani to United States Dollar (WMR),Active
PEN TO USD PTAX (BR),PEUSCBR,2003/1/3,2003,Exchange Rates,Peruvian Sol,United States Dollar,Banco Central do Brasil,Pen to USD Ptax (BR),Active
PERU SOL TO US $ 1M NDF (WMR),USPEN1F,2004/3/29,2004,Exchange Rates,Peruvian Sol,United States Dollar,WM/Reuters,Peru Sol to United States Dollar 1 Month Non Deliverable Forward (WMR),Active
PERU SOL TO US $ 1W NDF (WMR),USPEN1W,2004/3/29,2004,Exchange Rates,Peruvian Sol,United States Dollar,WM/Reuters,Peru Sol to United States Dollar 1 Week Non Deliverable Forward (WMR),Active
PERU SOL TO US $ 1Y NDF (WMR),USPEN1Y,2004/3/29,2004,Exchange Rates,Peruvian Sol,United States Dollar,WM/Reuters,Peru Sol to United States Dollar 1 Year Non Deliverable Forward (WMR),Active
PERU SOL TO US $ 2M NDF (WMR),USPEN2F,2004/3/29,2004,Exchange Rates,Peruvian Sol,United States Dollar,WM/Reuters,Peru Sol to United States Dollar 2 Month Non Deliverable Forward (WMR),Active
PERU SOL TO US $ 3M NDF (WMR),USPEN3F,2004/3/29,2004,Exchange Rates,Peruvian Sol,United States Dollar,WM/Reuters,Peru Sol to United States Dollar 3 Month Non Deliverable Forward (WMR),Active
PERU SOL TO US $ 6M NDF (WMR),USPEN6F,2004/3/29,2004,Exchange Rates,Peruvian Sol,United States Dollar,WM/Reuters,Peru Sol to United States Dollar 6 Month Non Deliverable Forward (WMR),Active
PERU SOL TO US $ 9M NDF (WMR),USPEN9F,2004/3/29,2004,Exchange Rates,Peruvian Sol,United States Dollar,WM/Reuters,Peru Sol to United States Dollar 9 Month Non Deliverable Forward (WMR),Active
PERUVIAN SOL TO US $ (RFV),USPERUI,1986/1/2,1986,Exchange Rates,Peruvian Sol,United States Dollar,GTIS - FTID/TR,Peruvian Sol to United States Dollar (Refinitiv),Active
PHILIPPINE PESO 1M FX VOLATILITY,FVPHP1M,1997/8/11,1997,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,Philippine Peso 1 Month FX Volatility,Active
PHILIPPINE PESO 1Y FX VOLATILITY,FVPHP1Y,1999/10/7,1999,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,Philippine Peso 1 Year FX Volatility,Active
PHILIPPINE PESO 2M FX VOLATILITY,FVPHP2M,1999/10/7,1999,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,Philippine Peso 2 Month FX Volatility,Active
PHILIPPINE PESO 3M FX VOLATILITY,FVPHP3M,1997/8/11,1997,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,Philippine Peso 3 Month FX Volatility,Active
PHILIPPINE PESO 6M FX VOLATILITY,FVPHP6M,1997/8/11,1997,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,Philippine Peso 6 Month FX Volatility,Active
PHILIPPINE PESO TO US $ (RFV),USPHILP,1986/1/2,1986,Exchange Rates,Philippine Peso,United States Dollar,GTIS - FTID/TR,Philippine Peso to United States Dollar (Refinitiv),Active
PHILIPPINE PESO TO US $ 1M FWD(WMR),USPHP1F,1996/12/31,1996,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,Philippine Peso to United States Dollar 1 Month Forward (WMR),Active
PHILIPPINE PESO TO US $ 1M NDF (TP),PDPHP1M,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Peso to United States Dollar 1 Month Non Deliverable Forward (TP),Active
PHILIPPINE PESO TO US $ 1W FWD(WMR),USPHPWF,1997/10/27,1997,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,Philippine Peso to United States Dollar 1 Week Forward (WMR),Active
PHILIPPINE PESO TO US $ 1W NDF (TP),PDPHP1W,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Peso to United States Dollar 1 Week Non Deliverable Forward (TP),Active
PHILIPPINE PESO TO US $ 1Y FWD(WMR),USPHPYF,1996/12/31,1996,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,Philippine Peso to United States Dollar 1 Year Forward (WMR),Active
PHILIPPINE PESO TO US $ 1Y NDF (TP),PDPHP1Y,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Peso to United States Dollar 1 Year Non Deliverable Forward (TP),Active
PHILIPPINE PESO TO US $ 2M FWD(WMR),USPHP2F,1996/12/31,1996,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,Philippine Peso to United States Dollar 2 Month Forward (WMR),Active
PHILIPPINE PESO TO US $ 2Y NDF (TP),PDPHP2Y,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Peso to United States Dollar 2 Year Non Deliverable Forward (TP),Active
PHILIPPINE PESO TO US $ 3M FWD(WMR),USPHP3F,1996/12/31,1996,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,Philippine Peso to United States Dollar 3 Month Forward (WMR),Active
PHILIPPINE PESO TO US $ 3M NDF (TP),PDPHP3M,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Peso to United States Dollar 3 Month Non Deliverable Forward (TP),Active
PHILIPPINE PESO TO US $ 3Y NDF (TP),PDPHP3Y,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Peso to United States Dollar 3 Year Non Deliverable Forward (TP),Active
PHILIPPINE PESO TO US $ 5Y NDF (TP),PDPHP5Y,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Peso to United States Dollar 5 Year Non Deliverable Forward (TP),Active
PHILIPPINE PESO TO US $ 6M FWD(WMR),USPHP6F,1996/12/31,1996,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,Philippine Peso to United States Dollar 6 Month Forward (WMR),Active
PHILIPPINE PESO TO US $ 6M NDF (TP),PDPHP6M,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Peso to United States Dollar 6 Month Non Deliverable Forward (TP),Active
PHILIPPINE PESO TO US $ 9M FWD(WMR),USPHP9F,1997/10/27,1997,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,Philippine Peso to United States Dollar 9 Month Forward (WMR),Active
PHILIPPINE PESO TO US $ ON FWD(WMR),USPHPON,1997/10/27,1997,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,Philippine Peso to United States Dollar On Forward (WMR),Active
PHILIPPINE PESO TO US $ RF NDF (TP),PDPHPSR,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Peso to United States Dollar RF Non Deliverable Forward (TP),Active
PHILIPPINE PESO TO US $ TN FWD(WMR),USPHPTN,1997/10/27,1997,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,Philippine Peso to United States Dollar TN Forward (WMR),Active
PHILIPPINE PNSO TO US $ 2M NDF (TP),PDPHP2M,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Pnso to United States Dollar 2 Month Non Deliverable Forward (TP),Active
PHILIPPINE PNSO TO US $ 4Y NDF (TP),PDPHP4Y,2006/6/7,2006,Exchange Rates,Philippine Peso,United States Dollar,Tullett Prebon,Philippine Pnso to United States Dollar 4 Year Non Deliverable Forward (TP),Active
PHP TO USD 12MONTH FORWARD,TDPHP1Y,2007/3/6,2007,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,PHP to USD 12MONTH Forward,Active
PHP TO USD 1M NDF,PHUSN1M,2009/10/8,2009,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,PHP to USD 1 Month Non Deliverable Forward,Active
PHP TO USD 1MONTH FORWARD,TDPHP1M,2006/4/26,2006,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,PHP to USD 1MONTH Forward,Active
PHP TO USD 1Y NDF,PHUSN1Y,2009/10/8,2009,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,PHP to USD 1 Year Non Deliverable Forward,Active
PHP TO USD 2M NDF,PHUSN2M,2009/10/8,2009,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,PHP to USD 2 Month Non Deliverable Forward,Active
PHP TO USD 2MONTH FORWARD,TDPHP2M,2006/4/26,2006,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,PHP to USD 2MONTH Forward,Active
PHP TO USD 2Y NDF,PHUSN2Y,2009/10/8,2009,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,PHP to USD 2 Year Non Deliverable Forward,Active
PHP TO USD 3M NDF,PHUSN3M,2009/10/8,2009,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,PHP to USD 3 Month Non Deliverable Forward,Active
PHP TO USD 3MONTH FORWARD,TDPHP3M,2006/4/26,2006,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,PHP to USD 3MONTH Forward,Active
PHP TO USD 6M NDF,PHUSN6M,2009/10/8,2009,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,PHP to USD 6 Month Non Deliverable Forward,Active
PHP TO USD 6MONTH FORWARD,TDPHP6M,2007/3/6,2007,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,PHP to USD 6MONTH Forward,Active
PHP TO USD 9M NDF,PHUSN9M,2009/10/8,2009,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,PHP to USD 9 Month Non Deliverable Forward,Active
PHP TO USD 9MONTH FORWARD,TDPHP9M,2007/3/6,2007,Exchange Rates,Philippine Peso,United States Dollar,Refinitiv,PHP to USD 9MONTH Forward,Active
PHP TO USD PTAX (BR),PHUSCBR,2003/1/3,2003,Exchange Rates,Philippine Peso,United States Dollar,Banco Central do Brasil,PHP to USD Ptax (BR),Active
PHP TO USD SW NDF,PHUSNSW,2009/10/8,2009,Exchange Rates,Philippine Peso,United States Dollar,WM/Reuters,PHP to USD SW Non Deliverable Forward,Active
PKR TO USD PTAX (BR),PKUSCBR,2003/1/3,2003,Exchange Rates,Pakistani Rupee,United States Dollar,Banco Central do Brasil,PKR to USD Ptax (BR),Active
PLATINUM OZ TO US $ (T4),TDXPTSP,2005/3/18,2005,Exchange Rates,ZZ10 Platinum,United States Dollar,Tenfore,Platinum oz to United States Dollar (T4),Active
PLN TO USD (BOE),POUSBOE,2003/10/1,2003,Exchange Rates,Polish Zloty,United States Dollar,Bank of England,PLN to USD (BOE),Active
PLN TO USD 2WEEK FORWARD,TDPLN2W,2007/3/6,2007,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,PLN to USD 2WEEK Forward,Active
PLN TO USD 3WEEK FORWARD,TDPLN3W,2007/3/6,2007,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,PLN to USD 3WEEK Forward,Active
PLN TO USD O/N FORWARD,TDPLNON,2007/3/6,2007,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,PLN to USD Overnight Forward,Active
PLN TO USD PTAX (BR),PLUSCBR,2003/1/3,2003,Exchange Rates,Polish Zloty,United States Dollar,Banco Central do Brasil,PLN to USD Ptax (BR),Active
PLN TO USD TOM/NEXT FORWARD,TDPLNTN,2007/3/6,2007,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,PLN to USD Tom / Next Forward,Active
POLISH ZLOTY 1M FX VOLATILITY,FVPLN1M,2001/8/21,2001,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,Polish Zloty 1 Month FX Volatility,Active
POLISH ZLOTY 1Y FX VOLATILITY,FVPLN1Y,2001/8/21,2001,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,Polish Zloty 1 Year FX Volatility,Active
POLISH ZLOTY 2M FX VOLATILITY,FVPLN2M,2001/8/21,2001,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,Polish Zloty 2 Month FX Volatility,Active
POLISH ZLOTY 3M FX VOLATILITY,FVPLN3M,2001/8/21,2001,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,Polish Zloty 3 Month FX Volatility,Active
POLISH ZLOTY 6M FX VOLATILITY,FVPLN6M,2001/8/21,2001,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,Polish Zloty 6 Month FX Volatility,Active
POLISH ZLOTY 9M FX VOLATILITY,FVPLN9M,2001/8/21,2001,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,Polish Zloty 9 Month FX Volatility,Active
POLISH ZLOTY SPOT WEEK FX VOL,FVPLNSW,2001/8/21,2001,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,Polish Zloty Spot Week FX Volatility,Active
POLISH ZLOTY TO US $ (PO),POUSDSP,1992/4/30,1992,Exchange Rates,Polish Zloty,United States Dollar,National Bank of Poland,Polish Zloty to United States Dollar (Po),Active
POLISH ZLOTY TO US $ 1M FWD (RFV),TDPLN1M,1996/8/22,1996,Exchange Rates,Polish Zloty,United States Dollar,Refinitiv,Polish Zloty to United States Dollar 1 Month Forward (Refinitiv),Active
